orderid,custid,empid,orderdate,requireddate,shippeddate,shipperid,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,chargeid
10792,91,1,2007-12-23 0:00:00,2008-01-20 0:00:00,2007-12-31 0:00:00,3,23.79,Ship to 91-C,ul. Filtrowa 7890,Warszawa,,10366,Poland,{ch_743w32_TEST}
10793,4,3,2007-12-24 0:00:00,2008-01-21 0:00:00,2008-01-08 0:00:00,3,4.52,Ship to 4-B,Brook Farm Stratford St. Mary 1234,Colchester,Essex,10239,UK,{ch_743w32_TEST}
10794,61,6,2007-12-24 0:00:00,2008-01-21 0:00:00,2008-01-02 0:00:00,1,21.49,Ship to 61-C,"Rua da Panificadora, 7890",Rio de Janeiro,RJ,10275,Brazil,{ch_743w32_TEST}
10795,20,8,2007-12-24 0:00:00,2008-01-21 0:00:00,2008-01-20 0:00:00,2,126.66,Destination FFXKT,Kirchgasse 0123,Graz,,10158,Austria,{ch_743w32_TEST}
10796,35,3,2007-12-25 0:00:00,2008-01-22 0:00:00,2008-01-14 0:00:00,1,26.52,Destination UOUWK,Carrera 9012 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10197,Venezuela,{ch_743w32_TEST}
10797,17,7,2007-12-25 0:00:00,2008-01-22 0:00:00,2008-01-05 0:00:00,2,33.35,Destination AJTHX,Walserweg 9012,Aachen,,10147,Germany,{ch_743w32_TEST}
10798,38,2,2007-12-26 0:00:00,2008-01-23 0:00:00,2008-01-05 0:00:00,1,2.33,Destination AXVHD,Garden House Crowther Way 9012,Cowes,Isle of Wight,10207,UK,{ch_743w32_TEST}
10799,39,9,2007-12-26 0:00:00,2008-02-06 0:00:00,2008-01-05 0:00:00,3,30.76,Destination DKMQA,Maubelstr. 0123,Brandenburg,,10208,Germany,{ch_743w32_TEST}
10800,72,1,2007-12-26 0:00:00,2008-01-23 0:00:00,2008-01-05 0:00:00,3,137.44,Ship to 72-C,1234 Wadhurst Rd.,London,,10309,UK,{ch_743w32_TEST}
10801,8,4,2007-12-29 0:00:00,2008-01-26 0:00:00,2007-12-31 0:00:00,2,97.09,Ship to 8-C,"C/ Araquil, 1234",Madrid,,10360,Spain,{ch_743w32_TEST}
10802,73,4,2007-12-29 0:00:00,2008-01-26 0:00:00,2008-01-02 0:00:00,2,257.26,Ship to 73-A,Vinbæltet 1234,Kobenhavn,,10310,Denmark,{ch_743w32_TEST}
10803,88,4,2007-12-30 0:00:00,2008-01-27 0:00:00,2008-01-06 0:00:00,1,55.23,Ship to 88-B,"Rua do Mercado, 5678",Resende,SP,10354,Brazil,{ch_743w32_TEST}
10804,72,6,2007-12-30 0:00:00,2008-01-27 0:00:00,2008-01-07 0:00:00,2,27.33,Ship to 72-C,1234 Wadhurst Rd.,London,,10309,UK,{ch_743w32_TEST}
10805,77,2,2007-12-30 0:00:00,2008-01-27 0:00:00,2008-01-09 0:00:00,3,237.34,Ship to 77-A,1234 Jefferson Way Suite 2,Portland,OR,10320,USA,{ch_743w32_TEST}
10806,84,3,2007-12-31 0:00:00,2008-01-28 0:00:00,2008-01-05 0:00:00,2,22.11,Ship to 84-C,"5678, rue du Commerce",Lyon,,10344,France,{ch_743w32_TEST}
10807,27,4,2007-12-31 0:00:00,2008-01-28 0:00:00,2008-01-30 0:00:00,1,1.36,Destination XNLFB,Via Monte Bianco 5678,Torino,,10173,Italy,{ch_743w32_TEST}
10808,55,2,2008-01-01 0:00:00,2008-01-29 0:00:00,2008-01-09 0:00:00,3,45.53,Ship to 55-B,8901 Bering St.,Anchorage,AK,10256,USA,{ch_743w32_TEST}
10809,88,7,2008-01-01 0:00:00,2008-01-29 0:00:00,2008-01-07 0:00:00,1,4.87,Ship to 88-C,"Rua do Mercado, 6789",Resende,SP,10355,Brazil,{ch_743w32_TEST}
10810,42,2,2008-01-01 0:00:00,2008-01-29 0:00:00,2008-01-07 0:00:00,3,4.33,Ship to 42-A,1234 Elm St.,Vancouver,BC,10219,Canada,{ch_743w32_TEST}
10811,47,8,2008-01-02 0:00:00,2008-01-30 0:00:00,2008-01-08 0:00:00,1,31.22,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela,{ch_743w32_TEST}
10812,66,5,2008-01-02 0:00:00,2008-01-30 0:00:00,2008-01-12 0:00:00,1,59.78,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy,{ch_743w32_TEST}
10813,67,1,2008-01-05 0:00:00,2008-02-02 0:00:00,2008-01-09 0:00:00,1,47.38,Ship to 67-C,"Av. Copacabana, 5678",Rio de Janeiro,RJ,10293,Brazil,{ch_743w32_TEST}
10814,84,3,2008-01-05 0:00:00,2008-02-02 0:00:00,2008-01-14 0:00:00,3,130.94,Ship to 84-B,"4567, rue du Commerce",Lyon,,10343,France,{ch_743w32_TEST}
10815,71,2,2008-01-05 0:00:00,2008-02-02 0:00:00,2008-01-14 0:00:00,3,14.62,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10816,32,4,2008-01-06 0:00:00,2008-02-03 0:00:00,2008-02-04 0:00:00,2,719.78,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA,{ch_743w32_TEST}
10817,39,3,2008-01-06 0:00:00,2008-01-20 0:00:00,2008-01-13 0:00:00,2,306.07,Destination RMBHM,Maubelstr. 1234,Brandenburg,,10209,Germany,{ch_743w32_TEST}
10818,49,7,2008-01-07 0:00:00,2008-02-04 0:00:00,2008-01-12 0:00:00,3,65.48,Ship to 49-B,Via Ludovico il Moro 9012,Bergamo,,10236,Italy,{ch_743w32_TEST}
10819,12,2,2008-01-07 0:00:00,2008-02-04 0:00:00,2008-01-16 0:00:00,3,19.76,Destination QTHBC,Cerrito 6789,Buenos Aires,,10134,Argentina,{ch_743w32_TEST}
10820,65,3,2008-01-07 0:00:00,2008-02-04 0:00:00,2008-01-13 0:00:00,2,37.52,Ship to 65-B,8901 Milton Dr.,Albuquerque,NM,10286,USA,{ch_743w32_TEST}
10821,75,1,2008-01-08 0:00:00,2008-02-05 0:00:00,2008-01-15 0:00:00,1,36.68,Ship to 75-A,P.O. Box 5678,Lander,WY,10314,USA,{ch_743w32_TEST}
10822,82,6,2008-01-08 0:00:00,2008-02-05 0:00:00,2008-01-16 0:00:00,3,7,Ship to 82-B,9012 DaVinci Blvd.,Kirkland,WA,10338,USA,{ch_743w32_TEST}
10823,46,5,2008-01-09 0:00:00,2008-02-06 0:00:00,2008-01-13 0:00:00,2,163.97,Ship to 46-A,Carrera 0123 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,10227,Venezuela,{ch_743w32_TEST}
10824,24,8,2008-01-09 0:00:00,2008-02-06 0:00:00,2008-01-30 0:00:00,1,1.23,Destination NCKKO,Åkergatan 7890,Bräcke,,10165,Sweden,{ch_743w32_TEST}
10825,17,1,2008-01-09 0:00:00,2008-02-06 0:00:00,2008-01-14 0:00:00,1,79.25,Destination BJCXA,Walserweg 7890,Aachen,,10145,Germany,{ch_743w32_TEST}
10826,7,6,2008-01-12 0:00:00,2008-02-09 0:00:00,2008-02-06 0:00:00,1,7.09,Ship to 7-C,"2345, place Kléber",Strasbourg,,10331,France,{ch_743w32_TEST}
10827,9,1,2008-01-12 0:00:00,2008-01-26 0:00:00,2008-02-06 0:00:00,2,63.54,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France,{ch_743w32_TEST}
10828,64,9,2008-01-13 0:00:00,2008-01-27 0:00:00,2008-02-04 0:00:00,1,90.85,Ship to 64-B,Av. del Libertador 5678,Buenos Aires,,10283,Argentina,{ch_743w32_TEST}
10829,38,9,2008-01-13 0:00:00,2008-02-10 0:00:00,2008-01-23 0:00:00,1,154.72,Destination QVTLW,Garden House Crowther Way 7890,Cowes,Isle of Wight,10205,UK,{ch_743w32_TEST}
10830,81,4,2008-01-13 0:00:00,2008-02-24 0:00:00,2008-01-21 0:00:00,2,81.83,Ship to 81-C,"Av. Inês de Castro, 7890",Sao Paulo,SP,10336,Brazil,{ch_743w32_TEST}
10831,70,3,2008-01-14 0:00:00,2008-02-11 0:00:00,2008-01-23 0:00:00,2,72.19,Ship to 70-B,Erling Skakkes gate 5678,Stavern,,10303,Norway,{ch_743w32_TEST}
10832,41,2,2008-01-14 0:00:00,2008-02-11 0:00:00,2008-01-19 0:00:00,2,43.26,Ship to 41-C,0123 rue Alsace-Lorraine,Toulouse,,10218,France,{ch_743w32_TEST}
10833,56,6,2008-01-15 0:00:00,2008-02-12 0:00:00,2008-01-23 0:00:00,2,71.49,Ship to 56-B,Mehrheimerstr. 1234,Köln,,10259,Germany,{ch_743w32_TEST}
10834,81,1,2008-01-15 0:00:00,2008-02-12 0:00:00,2008-01-19 0:00:00,3,29.78,Ship to 81-A,"Av. Inês de Castro, 6789",Sao Paulo,SP,10335,Brazil,{ch_743w32_TEST}
10835,1,1,2008-01-15 0:00:00,2008-02-12 0:00:00,2008-01-21 0:00:00,3,69.53,Destination LOUIE,Obere Str. 6789,Berlin,,10154,Germany,{ch_743w32_TEST}
10836,20,7,2008-01-16 0:00:00,2008-02-13 0:00:00,2008-01-21 0:00:00,1,411.88,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10837,5,9,2008-01-16 0:00:00,2008-02-13 0:00:00,2008-01-23 0:00:00,3,13.32,Ship to 5-A,Berguvsvägen 9012,Luleå,,10267,Sweden,{ch_743w32_TEST}
10838,47,3,2008-01-19 0:00:00,2008-02-16 0:00:00,2008-01-23 0:00:00,3,59.28,Ship to 47-A,Ave. 5 de Mayo Porlamar 3456,I. de Margarita,Nueva Esparta,10230,Venezuela,{ch_743w32_TEST}
10839,81,3,2008-01-19 0:00:00,2008-02-16 0:00:00,2008-01-22 0:00:00,3,35.43,Ship to 81-C,"Av. Inês de Castro, 7890",Sao Paulo,SP,10336,Brazil,{ch_743w32_TEST}
10840,47,4,2008-01-19 0:00:00,2008-03-02 0:00:00,2008-02-16 0:00:00,2,2.71,Ship to 47-A,Ave. 5 de Mayo Porlamar 3456,I. de Margarita,Nueva Esparta,10230,Venezuela,{ch_743w32_TEST}
10841,76,5,2008-01-20 0:00:00,2008-02-17 0:00:00,2008-01-29 0:00:00,2,424.3,Ship to 76-B,"Boulevard Tirou, 9012",Charleroi,,10318,Belgium,{ch_743w32_TEST}
10842,80,1,2008-01-20 0:00:00,2008-02-17 0:00:00,2008-01-29 0:00:00,3,54.42,Ship to 80-A,Avda. Azteca 3456,México D.F.,,10332,Mexico,{ch_743w32_TEST}
10843,84,4,2008-01-21 0:00:00,2008-02-18 0:00:00,2008-01-26 0:00:00,2,9.26,Ship to 84-C,"5678, rue du Commerce",Lyon,,10344,France,{ch_743w32_TEST}
10844,59,8,2008-01-21 0:00:00,2008-02-18 0:00:00,2008-01-26 0:00:00,2,25.22,Ship to 59-A,Geislweg 6789,Salzburg,,10264,Austria,{ch_743w32_TEST}
10845,63,8,2008-01-21 0:00:00,2008-02-04 0:00:00,2008-01-30 0:00:00,1,212.98,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany,{ch_743w32_TEST}
10846,76,2,2008-01-22 0:00:00,2008-03-05 0:00:00,2008-01-23 0:00:00,3,56.46,Ship to 76-C,"Boulevard Tirou, 0123",Charleroi,,10319,Belgium,{ch_743w32_TEST}
10847,71,4,2008-01-22 0:00:00,2008-02-05 0:00:00,2008-02-10 0:00:00,3,487.57,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10848,16,7,2008-01-23 0:00:00,2008-02-20 0:00:00,2008-01-29 0:00:00,2,38.24,Destination QKQNB,Berkeley Gardens 5678 Brewery,London,,10143,UK,{ch_743w32_TEST}
10849,39,9,2008-01-23 0:00:00,2008-02-20 0:00:00,2008-01-30 0:00:00,2,0.56,Destination DKMQA,Maubelstr. 0123,Brandenburg,,10208,Germany,{ch_743w32_TEST}
10850,84,1,2008-01-23 0:00:00,2008-03-06 0:00:00,2008-01-30 0:00:00,1,49.19,Ship to 84-C,"5678, rue du Commerce",Lyon,,10344,France,{ch_743w32_TEST}
10851,67,5,2008-01-26 0:00:00,2008-02-23 0:00:00,2008-02-02 0:00:00,1,160.55,Ship to 67-C,"Av. Copacabana, 5678",Rio de Janeiro,RJ,10293,Brazil,{ch_743w32_TEST}
10852,65,8,2008-01-26 0:00:00,2008-02-09 0:00:00,2008-01-30 0:00:00,1,174.05,Ship to 65-A,7890 Milton Dr.,Albuquerque,NM,10285,USA,{ch_743w32_TEST}
10853,6,9,2008-01-27 0:00:00,2008-02-24 0:00:00,2008-02-03 0:00:00,2,53.83,Ship to 6-B,Forsterstr. 3456,Mannheim,,10301,Germany,{ch_743w32_TEST}
10854,20,3,2008-01-27 0:00:00,2008-02-24 0:00:00,2008-02-05 0:00:00,2,100.22,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10855,55,3,2008-01-27 0:00:00,2008-02-24 0:00:00,2008-02-04 0:00:00,1,170.97,Ship to 55-A,7890 Bering St.,Anchorage,AK,10255,USA,{ch_743w32_TEST}
10856,3,3,2008-01-28 0:00:00,2008-02-25 0:00:00,2008-02-10 0:00:00,2,58.43,Destination FQFLS,Mataderos 3456,México D.F.,,10211,Mexico,{ch_743w32_TEST}
10857,5,8,2008-01-28 0:00:00,2008-02-25 0:00:00,2008-02-06 0:00:00,2,188.85,Ship to 5-B,Berguvsvägen 0123,Luleå,,10268,Sweden,{ch_743w32_TEST}
10858,40,2,2008-01-29 0:00:00,2008-02-26 0:00:00,2008-02-03 0:00:00,1,52.51,Destination POAEW,"7890, avenue de l'Europe",Versailles,,10215,France,{ch_743w32_TEST}
10859,25,1,2008-01-29 0:00:00,2008-02-26 0:00:00,2008-02-02 0:00:00,2,76.1,Destination QOCBL,Berliner Platz 1234,München,,10169,Germany,{ch_743w32_TEST}
10860,26,3,2008-01-29 0:00:00,2008-02-26 0:00:00,2008-02-04 0:00:00,3,19.26,Destination XBVKN,"3456, rue Royale",Nantes,,10171,France,{ch_743w32_TEST}
10861,89,4,2008-01-30 0:00:00,2008-02-27 0:00:00,2008-02-17 0:00:00,2,14.93,Ship to 89-C,9012 - 12th Ave. S.,Seattle,WA,10358,USA,{ch_743w32_TEST}
10862,44,8,2008-01-30 0:00:00,2008-03-13 0:00:00,2008-02-02 0:00:00,2,53.23,Ship to 44-C,Magazinweg 6789,Frankfurt a.M.,,10224,Germany,{ch_743w32_TEST}
10863,35,4,2008-02-02 0:00:00,2008-03-02 0:00:00,2008-02-17 0:00:00,2,30.26,Destination UOUWK,Carrera 9012 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10197,Venezuela,{ch_743w32_TEST}
10864,4,4,2008-02-02 0:00:00,2008-03-02 0:00:00,2008-02-09 0:00:00,2,3.04,Ship to 4-C,Brook Farm Stratford St. Mary 2345,Colchester,Essex,10240,UK,{ch_743w32_TEST}
10865,63,2,2008-02-02 0:00:00,2008-02-16 0:00:00,2008-02-12 0:00:00,1,348.14,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany,{ch_743w32_TEST}
10866,5,5,2008-02-03 0:00:00,2008-03-03 0:00:00,2008-02-12 0:00:00,1,109.11,Ship to 5-B,Berguvsvägen 0123,Luleå,,10268,Sweden,{ch_743w32_TEST}
10867,48,6,2008-02-03 0:00:00,2008-03-17 0:00:00,2008-02-11 0:00:00,1,1.93,Ship to 48-B,6789 Chiaroscuro Rd.,Portland,OR,10233,USA,{ch_743w32_TEST}
10868,62,7,2008-02-04 0:00:00,2008-03-04 0:00:00,2008-02-23 0:00:00,2,191.27,Ship to 62-C,"Alameda dos Canàrios, 0123",Sao Paulo,SP,10278,Brazil,{ch_743w32_TEST}
10869,72,5,2008-02-04 0:00:00,2008-03-04 0:00:00,2008-02-09 0:00:00,1,143.28,Ship to 72-A,0123 Wadhurst Rd.,London,,10308,UK,{ch_743w32_TEST}
10870,91,5,2008-02-04 0:00:00,2008-03-04 0:00:00,2008-02-13 0:00:00,3,12.04,Ship to 91-A,ul. Filtrowa 5678,Warszawa,,10364,Poland,{ch_743w32_TEST}
10871,9,9,2008-02-05 0:00:00,2008-03-05 0:00:00,2008-02-10 0:00:00,2,112.27,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France,{ch_743w32_TEST}
10872,30,5,2008-02-05 0:00:00,2008-03-05 0:00:00,2008-02-09 0:00:00,2,175.32,Destination GGQIR,"C/ Romero, 6789",Sevilla,,10184,Spain,{ch_743w32_TEST}
10873,90,4,2008-02-06 0:00:00,2008-03-06 0:00:00,2008-02-09 0:00:00,1,0.82,Ship to 90-B,Keskuskatu 3456,Helsinki,,10362,Finland,{ch_743w32_TEST}
10874,30,5,2008-02-06 0:00:00,2008-03-06 0:00:00,2008-02-11 0:00:00,2,19.58,Destination IIYDD,"C/ Romero, 5678",Sevilla,,10183,Spain,{ch_743w32_TEST}
10875,5,4,2008-02-06 0:00:00,2008-03-06 0:00:00,2008-03-03 0:00:00,2,32.37,Ship to 5-A,Berguvsvägen 9012,Luleå,,10267,Sweden,{ch_743w32_TEST}
10876,9,7,2008-02-09 0:00:00,2008-03-09 0:00:00,2008-02-12 0:00:00,3,60.42,Ship to 9-A,"8901, rue des Bouchers",Marseille,,10367,France,{ch_743w32_TEST}
10877,67,1,2008-02-09 0:00:00,2008-03-09 0:00:00,2008-02-19 0:00:00,1,38.06,Ship to 67-B,"Av. Copacabana, 4567",Rio de Janeiro,RJ,10292,Brazil,{ch_743w32_TEST}
10878,63,4,2008-02-10 0:00:00,2008-03-10 0:00:00,2008-02-12 0:00:00,1,46.69,Ship to 63-B,Taucherstraße 2345,Cunewalde,,10280,Germany,{ch_743w32_TEST}
10879,90,3,2008-02-10 0:00:00,2008-03-10 0:00:00,2008-02-12 0:00:00,3,8.5,Ship to 90-A,Keskuskatu 2345,Helsinki,,10361,Finland,{ch_743w32_TEST}
10880,24,7,2008-02-10 0:00:00,2008-03-24 0:00:00,2008-02-18 0:00:00,1,88.01,Destination KBSBN,Åkergatan 9012,Bräcke,,10167,Sweden,{ch_743w32_TEST}
10881,12,4,2008-02-11 0:00:00,2008-03-11 0:00:00,2008-02-18 0:00:00,1,2.84,Destination IGLOB,Cerrito 7890,Buenos Aires,,10135,Argentina,{ch_743w32_TEST}
10882,71,4,2008-02-11 0:00:00,2008-03-11 0:00:00,2008-02-20 0:00:00,3,23.1,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA,{ch_743w32_TEST}
10883,48,8,2008-02-12 0:00:00,2008-03-12 0:00:00,2008-02-20 0:00:00,3,0.53,Ship to 48-C,7890 Chiaroscuro Rd.,Portland,OR,10234,USA,{ch_743w32_TEST}
10884,45,4,2008-02-12 0:00:00,2008-03-12 0:00:00,2008-02-13 0:00:00,2,90.97,Ship to 45-C,9012 Polk St. Suite 5,San Francisco,CA,10226,USA,{ch_743w32_TEST}
10885,76,6,2008-02-12 0:00:00,2008-03-12 0:00:00,2008-02-18 0:00:00,3,5.64,Ship to 76-B,"Boulevard Tirou, 9012",Charleroi,,10318,Belgium,{ch_743w32_TEST}
10886,34,1,2008-02-13 0:00:00,2008-03-13 0:00:00,2008-03-02 0:00:00,1,4.99,Destination SCQXA,"Rua do Paço, 7890",Rio de Janeiro,RJ,10195,Brazil,{ch_743w32_TEST}
10887,29,8,2008-02-13 0:00:00,2008-03-13 0:00:00,2008-02-16 0:00:00,3,1.25,Destination VPNNG,"Rambla de Cataluña, 0123",Barcelona,,10178,Spain,{ch_743w32_TEST}
10888,30,1,2008-02-16 0:00:00,2008-03-16 0:00:00,2008-02-23 0:00:00,2,51.87,Destination IIYDD,"C/ Romero, 5678",Sevilla,,10183,Spain,{ch_743w32_TEST}
10889,65,9,2008-02-16 0:00:00,2008-03-16 0:00:00,2008-02-23 0:00:00,3,280.61,Ship to 65-C,9012 Milton Dr.,Albuquerque,NM,10287,USA,{ch_743w32_TEST}
10890,18,7,2008-02-16 0:00:00,2008-03-16 0:00:00,2008-02-18 0:00:00,1,32.76,Destination JNSYI,"1234, rue des Cinquante Otages",Nantes,,10149,France,{ch_743w32_TEST}
10891,44,7,2008-02-17 0:00:00,2008-03-17 0:00:00,2008-02-19 0:00:00,2,20.37,Ship to 44-A,Magazinweg 4567,Frankfurt a.M.,,10222,Germany,{ch_743w32_TEST}
10892,50,4,2008-02-17 0:00:00,2008-03-17 0:00:00,2008-02-19 0:00:00,2,120.27,Ship to 50-A,Rue Joseph-Bens 3456,Bruxelles,,10241,Belgium,{ch_743w32_TEST}
10893,39,9,2008-02-18 0:00:00,2008-03-18 0:00:00,2008-02-20 0:00:00,2,77.78,Destination RMBHM,Maubelstr. 1234,Brandenburg,,10209,Germany,{ch_743w32_TEST}
10894,71,1,2008-02-18 0:00:00,2008-03-18 0:00:00,2008-02-20 0:00:00,1,116.13,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10895,20,3,2008-02-18 0:00:00,2008-03-18 0:00:00,2008-02-23 0:00:00,1,162.75,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10896,50,7,2008-02-19 0:00:00,2008-03-19 0:00:00,2008-02-27 0:00:00,3,32.45,Ship to 50-A,Rue Joseph-Bens 3456,Bruxelles,,10241,Belgium,{ch_743w32_TEST}
10897,37,3,2008-02-19 0:00:00,2008-03-19 0:00:00,2008-02-25 0:00:00,2,603.54,Destination DGKOU,6789 Johnstown Road,Cork,Co. Cork,10204,Ireland,{ch_743w32_TEST}
10898,54,4,2008-02-20 0:00:00,2008-03-20 0:00:00,2008-03-06 0:00:00,2,1.27,Ship to 54-B,Ing. Gustavo Moncada 5678 Piso 20-A,Buenos Aires,,10253,Argentina,{ch_743w32_TEST}
10899,46,5,2008-02-20 0:00:00,2008-03-20 0:00:00,2008-02-26 0:00:00,3,1.21,Ship to 46-C,Carrera 2345 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,10229,Venezuela,{ch_743w32_TEST}
10900,88,1,2008-02-20 0:00:00,2008-03-20 0:00:00,2008-03-04 0:00:00,2,1.66,Ship to 88-A,"Rua do Mercado, 4567",Resende,SP,10353,Brazil,{ch_743w32_TEST}
10901,35,4,2008-02-23 0:00:00,2008-03-23 0:00:00,2008-02-26 0:00:00,1,62.09,Destination UOUWK,Carrera 9012 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10197,Venezuela,{ch_743w32_TEST}
10902,24,1,2008-02-23 0:00:00,2008-03-23 0:00:00,2008-03-03 0:00:00,1,44.15,Destination NCKKO,Åkergatan 7890,Bräcke,,10165,Sweden,{ch_743w32_TEST}
10903,34,3,2008-02-24 0:00:00,2008-03-24 0:00:00,2008-03-04 0:00:00,3,36.71,Destination DPCVR,"Rua do Paço, 6789",Rio de Janeiro,RJ,10194,Brazil,{ch_743w32_TEST}
10904,89,3,2008-02-24 0:00:00,2008-03-24 0:00:00,2008-02-27 0:00:00,3,162.95,Ship to 89-A,7890 - 12th Ave. S.,Seattle,WA,10356,USA,{ch_743w32_TEST}
10905,88,9,2008-02-24 0:00:00,2008-03-24 0:00:00,2008-03-06 0:00:00,2,13.72,Ship to 88-A,"Rua do Mercado, 4567",Resende,SP,10353,Brazil,{ch_743w32_TEST}
10906,91,4,2008-02-25 0:00:00,2008-03-11 0:00:00,2008-03-03 0:00:00,3,26.29,Ship to 91-B,ul. Filtrowa 6789,Warszawa,,10365,Poland,{ch_743w32_TEST}
10907,74,6,2008-02-25 0:00:00,2008-03-25 0:00:00,2008-02-27 0:00:00,3,9.19,Ship to 74-B,"4567, rue Lauriston",Paris,,10313,France,{ch_743w32_TEST}
10908,66,4,2008-02-26 0:00:00,2008-03-26 0:00:00,2008-03-06 0:00:00,2,32.96,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy,{ch_743w32_TEST}
10909,70,1,2008-02-26 0:00:00,2008-03-26 0:00:00,2008-03-10 0:00:00,2,53.05,Ship to 70-C,Erling Skakkes gate 6789,Stavern,,10304,Norway,{ch_743w32_TEST}
10910,90,1,2008-02-26 0:00:00,2008-03-26 0:00:00,2008-03-04 0:00:00,3,38.11,Ship to 90-A,Keskuskatu 2345,Helsinki,,10361,Finland,{ch_743w32_TEST}
10911,30,3,2008-02-26 0:00:00,2008-03-26 0:00:00,2008-03-05 0:00:00,1,38.19,Destination IIYDD,"C/ Romero, 5678",Sevilla,,10183,Spain,{ch_743w32_TEST}
10912,37,2,2008-02-26 0:00:00,2008-03-26 0:00:00,2008-03-18 0:00:00,2,580.91,Destination DGKOU,6789 Johnstown Road,Cork,Co. Cork,10204,Ireland,{ch_743w32_TEST}
10913,62,4,2008-02-26 0:00:00,2008-03-26 0:00:00,2008-03-04 0:00:00,1,33.05,Ship to 62-A,"Alameda dos Canàrios, 8901",Sao Paulo,SP,10276,Brazil,{ch_743w32_TEST}
10914,62,6,2008-02-27 0:00:00,2008-03-27 0:00:00,2008-03-02 0:00:00,1,21.19,Ship to 62-B,"Alameda dos Canàrios, 9012",Sao Paulo,SP,10277,Brazil,{ch_743w32_TEST}
10915,80,2,2008-02-27 0:00:00,2008-03-27 0:00:00,2008-03-02 0:00:00,2,3.51,Ship to 80-C,Avda. Azteca 5678,México D.F.,,10334,Mexico,{ch_743w32_TEST}
10916,64,1,2008-02-27 0:00:00,2008-03-27 0:00:00,2008-03-09 0:00:00,2,63.77,Ship to 64-C,Av. del Libertador 6789,Buenos Aires,,10284,Argentina,{ch_743w32_TEST}
10917,69,4,2008-03-02 0:00:00,2008-03-30 0:00:00,2008-03-11 0:00:00,2,8.29,Ship to 69-C,"Gran Vía, 1234",Madrid,,10299,Spain,{ch_743w32_TEST}
10918,10,3,2008-03-02 0:00:00,2008-03-30 0:00:00,2008-03-11 0:00:00,3,48.83,Destination OLSSJ,2345 Tsawassen Blvd.,Tsawassen,BC,10130,Canada,{ch_743w32_TEST}
10919,47,2,2008-03-02 0:00:00,2008-03-30 0:00:00,2008-03-04 0:00:00,2,19.8,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela,{ch_743w32_TEST}
10920,4,4,2008-03-03 0:00:00,2008-03-31 0:00:00,2008-03-09 0:00:00,2,29.61,Ship to 4-A,Brook Farm Stratford St. Mary 0123,Colchester,Essex,10238,UK,{ch_743w32_TEST}
10921,83,1,2008-03-03 0:00:00,2008-04-14 0:00:00,2008-03-09 0:00:00,1,176.48,Ship to 83-A,Smagsloget 0123,Århus,,10339,Denmark,{ch_743w32_TEST}
10922,34,5,2008-03-03 0:00:00,2008-03-31 0:00:00,2008-03-05 0:00:00,3,62.74,Destination DPCVR,"Rua do Paço, 6789",Rio de Janeiro,RJ,10194,Brazil,{ch_743w32_TEST}
10923,41,7,2008-03-03 0:00:00,2008-04-14 0:00:00,2008-03-13 0:00:00,3,68.26,Destination OLJND,8901 rue Alsace-Lorraine,Toulouse,,10216,France,{ch_743w32_TEST}
10924,5,3,2008-03-04 0:00:00,2008-04-01 0:00:00,2008-04-08 0:00:00,2,151.52,Ship to 5-A,Berguvsvägen 9012,Luleå,,10267,Sweden,{ch_743w32_TEST}
10925,34,3,2008-03-04 0:00:00,2008-04-01 0:00:00,2008-03-13 0:00:00,1,2.27,Destination JPAIY,"Rua do Paço, 8901",Rio de Janeiro,RJ,10196,Brazil,{ch_743w32_TEST}
10926,2,4,2008-03-04 0:00:00,2008-04-01 0:00:00,2008-03-11 0:00:00,3,39.92,Destination RAIGI,Avda. de la Constitución 4567,México D.F.,,10182,Mexico,{ch_743w32_TEST}
